;;;;;;
;Punto d'inizio;;;Punto di fine;;
road_lcd;pnt_lcd_ini;lat_ini;lon_ini;pnt_lcd_fin;lat_fin;lon_fin
35474;35477;45,15471;7,61528;35478;45,1704;7,59079
35474;35478;45,1704;7,59079;35479;45,1949;7,56181
35474;35479;45,1949;7,56181;35480;45,2059;7,55145
35474;35480;45,2059;7,55145;35481;45,22691;7,52958
35474;35481;45,22691;7,52958;35482;45,24334;7,51612
35474;35482;45,24334;7,51612;35483;45,25781;7,50507
35474;35483;45,25781;7,50507;35484;45,2678;7,48647
35474;35484;45,2678;7,48647;35485;45,26085;7,46064
35474;35485;45,26085;7,46064;35486;45,3045;7,39719
35474;35486;45,3045;7,39719;35487;45,3132;7,38905
35474;35487;45,3132;7,38905;35488;45,32231;7,35347
35474;35488;45,32231;7,35347;35489;45,31431;7,311
35474;35489;45,31431;7,311;35490;45,31545;7,29688
35496;35497;45,17822;7,6498;35498;45,18065;7,65674
35496;35498;45,18065;7,65674;35499;45,18222;7,68965
35496;35499;45,18222;7,68965;35500;45,17953;7,71493
35501;35502;45,17369;7,6514;35503;45,16163;7,7108
35501;35503;45,16163;7,7108;35504;45,15519;7,72679
35501;35504;45,15519;7,72679;35505;45,14763;7,73767
35501;35505;45,14763;7,73767;35506;45,14366;7,74977
35507;35508;44,96544;7,84148;35509;44,98477;7,87042
35507;35509;44,98477;7,87042;35510;45,03858;7,9382
35507;35510;45,03858;7,9382;35511;45,02273;7,94935
35512;35513;44,98819;7,87377;35514;45,01891;7,89908
35512;35514;45,01891;7,89908;35515;45,0378;7,90192
35516;35517;44,90593;7,67814;35518;44,92398;7,73848
35516;35518;44,92398;7,73848;35519;44,94039;7,77863
35516;35519;44,94039;7,77863;35520;44,95668;7,78747
35516;35520;44,95668;7,78747;35521;44,96588;7,79901
35516;35521;44,96588;7,79901;35522;44,99725;7,8158
35516;35522;44,99725;7,8158;35523;45,02654;7,85031
35516;35523;45,02654;7,85031;35524;45,06536;7,84188
35516;35524;45,06536;7,84188;35525;45,10301;7,84254
35516;35525;45,10301;7,84254;35526;45,10782;7,81647
35516;35526;45,10782;7,81647;35527;45,12172;7,81547
35528;35529;45,03837;7,73554;35530;45,01807;7,75276
35528;35530;45,01807;7,75276;35531;45,01397;7,77879
35528;35531;45,01397;7,77879;35532;45,00848;7,81194
35533;35534;44,92829;7,83562;35535;44,96524;7,84122
35533;35535;44,96524;7,84122;35536;45,00002;7,84744
35533;35536;45,00002;7,84744;35537;45,0264;7,85022
35538;35539;44,87998;7,35974;35540;44,87414;7,40269
35538;35540;44,87414;7,40269;35541;44,86879;7,41453
35538;35541;44,86879;7,41453;35542;44,85423;7,45048
35538;35542;44,85423;7,45048;35543;44,84451;7,48102
35538;35543;44,84451;7,48102;35544;44,84273;7,49105
35538;35544;44,84273;7,49105;35545;44,84047;7,50344
35538;35545;44,84047;7,50344;35546;44,83308;7,59012
35538;35547;44,82817;7,62305;35548;44,84451;7,69067
35538;35548;44,84451;7,69067;35549;44,84678;7,72491
35538;35549;44,84678;7,72491;35550;44,85184;7,74864
35538;35550;44,85184;7,74864;35551;44,85418;7,77167
35538;35551;44,85418;7,77167;35552;44,87337;7,79087
35538;35552;44,87337;7,79087;35553;44,92224;7,83783
35554;35555;45,18992;7,63948;35556;45,21951;7,6355
35554;35556;45,21951;7,6355;35557;45,22799;7,64591
35554;35557;45,22799;7,64591;35558;45,24586;7,65609
35554;35558;45,24586;7,65609;35559;45,25301;7,65621
35554;35559;45,25301;7,65621;35560;45,28047;7,66369
35554;35560;45,28047;7,66369;35561;45,30541;7,66265
35554;35561;45,30541;7,66265;35562;45,324;7,65864
35554;35562;45,324;7,65864;35563;45,33267;7,6574
35554;35563;45,33267;7,6574;35564;45,37036;7,6578
35554;35564;45,37036;7,6578;35565;45,38508;7,66003
35566;35567;44,8541;7,77162;35568;44,8518;7,84887
35566;35568;44,8518;7,84887;35569;44,85531;7,86542
35566;35569;44,85531;7,86542;35570;44,86206;7,89607
35566;35570;44,86206;7,89607;35571;44,86024;7,90305
35566;35571;44,86024;7,90305;35572;44,85475;7,93087
35573;35574;44,89555;7,6597;35575;44,88826;7,63765
35573;35575;44,88826;7,63765;35576;44,87705;7,60626
35573;35576;44,87705;7,60626;35577;44,86453;7,56877
35573;35577;44,86453;7,56877;35578;44,86651;7,49778
35573;35578;44,86651;7,49778;35579;44,87411;7,45018
35573;35579;44,87411;7,45018;35580;44,86934;7,41481
35581;35582;44,99622;7,53215;35583;44,99135;7,53107
35581;35583;44,99135;7,53107;35584;44,97441;7,52233
35581;35584;44,97441;7,52233;35585;44,9538;7,51218
35581;35585;44,9538;7,51218;35586;44,94777;7,51266
35581;35586;44,94777;7,51266;35587;44,94074;7,50762
35581;35587;44,94074;7,50762;35588;44,91749;7,49018
35581;35588;44,91749;7,49018;35589;44,89432;7,4906
35581;35589;44,89432;7,4906;35590;44,88805;7,49576
35581;35590;44,88805;7,49576;35591;44,86654;7,49781
35581;35591;44,86654;7,49781;35592;44,86081;7,51081
35581;35592;44,86081;7,51081;35593;44,84065;7,5035
35581;35593;44,84065;7,5035;35594;44,80178;7,50296
35600;35601;44,98978;7,46821;35602;44,97905;7,47404
35600;35602;44,97905;7,47404;35603;44,95667;7,50043
35600;35603;44,95667;7,50043;35604;44,95228;7,51203
35600;35604;44,95228;7,51203;35605;44,93281;7,53833
35600;35605;44,93281;7,53833;35606;44,90536;7,5597
35600;35606;44,90536;7,5597;35607;44,88894;7,56774
35600;35607;44,88894;7,56774;35608;44,86461;7,56882
35600;35608;44,86461;7,56882;35609;44,83531;7,59227
35610;35611;44,99163;7,53107;35612;44,98057;7,55239
35610;35612;44,98057;7,55239;35613;44,96542;7,57189
35610;35613;44,96542;7,57189;35614;44,95447;7,58448
35610;35614;44,95447;7,58448;35615;44,95128;7,59957
35610;35615;44,95128;7,59957;35616;44,92979;7,62154
35610;35616;44,92979;7,62154;35617;44,90773;7,6483
35610;35617;44,90773;7,6483;35618;44,89572;7,65987
35610;35618;44,89572;7,65987;35619;44,89002;7,67696
35620;35621;45,06027;7,51882;35622;45,03289;7,52574
35620;35622;45,03289;7,52574;35623;45,02895;7,52597
35620;35623;45,02895;7,52597;35624;45,01923;7,52642
35620;35624;45,01923;7,52642;35625;45,00947;7,52035
35620;35625;45,00947;7,52035;35626;45,00509;7,53676
35620;35626;45,00509;7,53676;35627;44,99914;7,55139
35620;35627;44,99914;7,55139;35628;44,99704;7,57703
35620;35628;44,99704;7,57703;35629;44,99485;7,60395
35620;35629;44,99485;7,60395;35630;44,97964;7,61314
35620;35630;44,97964;7,61314;35631;44,9713;7,61805
35620;35631;44,9713;7,61805;35632;44,95332;7,62775
35620;35632;44,95332;7,62775;35633;44,94369;7,6277
35620;35633;44,94369;7,6277;35634;44,94263;7,63852
35620;35634;44,94263;7,63852;35635;44,91319;7,6675
35636;35637;45,00029;7,67197;35638;44,96529;7,64584
35636;35638;44,96529;7,64584;35639;44,9535;7,62767
35636;35639;44,9535;7,62767;35640;44,95124;7,5995
35641;35642;44,89732;7,56854;35643;44,90606;7,58993
35641;35643;44,90606;7,58993;35644;44,91686;7,60064
35641;35644;44,91686;7,60064;35645;44,92748;7,60811
35641;35645;44,92748;7,60811;35646;44,92981;7,62159
35641;35646;44,92981;7,62159;35647;44,94336;7,6276
35641;35647;44,94336;7,6276;35648;44,9607;7,66793
35649;35650;44,97641;7,38201;35651;44,95674;7,40743
35649;35651;44,95674;7,40743;35652;44,91996;7,42534
35649;35652;44,91996;7,42534;35653;44,91521;7,42855
35649;35653;44,91521;7,42855;35654;44,90511;7,43591
35649;35654;44,90511;7,43591;35655;44,88765;7,48955
35649;35655;44,88765;7,48955;35656;44,88805;7,49576
35649;35656;44,88805;7,49576;35657;44,88898;7,56763
35649;35657;44,88898;7,56763;35658;44,89731;7,56867
35649;35658;44,89731;7,56867;35659;44,90753;7,64833
35669;35670;44,84441;7,48082;35671;44,82168;7,43435
35690;35691;44,86844;7,41419;35692;44,85064;7,40543
35690;35692;44,85064;7,40543;35693;44,84192;7,38193
35690;35693;44,84192;7,38193;35694;44,83885;7,37306
35690;35694;44,83885;7,37306;35695;44,8407;7,35441
35690;35695;44,8407;7,35441;35696;44,82549;7,31268
35697;35698;44,87538;7,35212;35699;44,86512;7,36996
35697;35699;44,86512;7,36996;35700;44,86062;7,38271
35697;35700;44,86062;7,38271;35701;44,8506;7,40096
35697;35701;44,8506;7,40096;35702;44,85057;7,4055
35697;35702;44,85057;7,4055;35703;44,84992;7,42344
35697;35703;44,84992;7,42344;35704;44,85189;7,43473
35697;35704;44,85189;7,43473;35705;44,85225;7,44483
35697;35705;44,85225;7,44483;35706;44,85423;7,45048
35707;35708;45,18455;7,71286;35709;45,1903;7,69659
35707;35709;45,1903;7,69659;35710;45,21116;7,65531
35707;35710;45,21116;7,65531;35711;45,21949;7,63554
35707;35711;45,21949;7,63554;35712;45,22062;7,6245
35707;35712;45,22062;7,6245;35713;45,23448;7,60834
35714;35715;44,86467;7,33312;35716;44,85697;7,32521
35714;35716;44,85697;7,32521;35717;44,85087;7,3188
35714;35717;44,85087;7,3188;35718;44,83238;7,30633
35743;35744;44,8855;7,32101;35745;44,90779;7,31372
35743;35745;44,90779;7,31372;35746;44,91686;7,30733
35743;35746;44,91686;7,30733;35747;44,92899;7,29598
35760;35761;45,19101;7,71682;35762;45,20461;7,71661
35760;35762;45,20461;7,71661;35763;45,22799;7,64591
35769;35770;45,02893;7,52618;35771;45,026;7,55186
35769;35771;45,026;7,55186;35772;45,02011;7,58141
35769;35772;45,02011;7,58141;35773;45,00588;7,59672
35769;35773;45,00588;7,59672;35774;45,00082;7,61084
35769;35774;45,00082;7,61084;35775;45,00145;7,63249
35769;35775;45,00145;7,63249;35776;45,00206;7,67343
35777;35778;45,10771;7,48237;35779;45,11768;7,48737
35777;35779;45,11768;7,48737;35780;45,12787;7,49325
35777;35780;45,12787;7,49325;35781;45,13366;7,48512
35777;35781;45,13366;7,48512;35782;45,15892;7,49868
35777;35782;45,15892;7,49868;35783;45,16552;7,50232
35777;35783;45,16552;7,50232;35784;45,18103;7,51655
35777;35784;45,18103;7,51655;35785;45,21515;7,52332
35777;35785;45,21515;7,52332;35786;45,21323;7,54463
35787;35788;45,04862;7,30701;35789;45,04153;7,3221
35787;35789;45,04153;7,3221;35790;45,04472;7,35339
35787;35790;45,04472;7,35339;35791;45,04878;7,37366
35787;35791;45,04878;7,37366;35792;45,06196;7,39204
35793;35794;44,93395;7,34741;35795;44,92535;7,33171
35793;35795;44,92535;7,33171;35796;44,9117;7,36245
35793;35796;44,9117;7,36245;35797;44,89226;7,38518
35793;35797;44,89226;7,38518;35798;44,89342;7,39307
35793;35798;44,89342;7,39307;35799;44,89226;7,39551
35793;35799;44,89226;7,39551;35800;44,87436;7,40236
35801;35802;45,08583;7,40128;35803;45,09579;7,40444
35801;35803;45,09579;7,40444;35804;45,11056;7,39808
35801;35804;45,11056;7,39808;35805;45,11741;7,38891
35801;35805;45,11741;7,38891;35806;45,12765;7,39409
35801;35806;45,12765;7,39409;35807;45,13496;7,38579
35801;35807;45,13496;7,38579;35808;45,13985;7,38016
35801;35808;45,13985;7,38016;35809;45,15018;7,38339
35801;35809;45,15018;7,38339;35810;45,1631;7,37055
35801;35810;45,1631;7,37055;35811;45,17032;7,37689
35801;35811;45,17032;7,37689;35812;45,18253;7,37318
35801;35812;45,18253;7,37318;35813;45,23044;7,37559
35801;35813;45,23044;7,37559;35814;45,23218;7,36732
35815;35816;45,1117;7,66337;35817;45,12918;7,6582
35815;35817;45,12918;7,6582;35818;45,13367;7,65646
35815;35818;45,13367;7,65646;35819;45,15466;7,6548
35815;35819;45,15466;7,6548;35820;45,17358;7,65146
35815;35820;45,17358;7,65146;35821;45,17825;7,64981
35815;35821;45,17825;7,64981;35822;45,18065;7,64867
35815;35822;45,18065;7,64867;35823;45,18865;7,63959
35815;35823;45,18865;7,63959;35824;45,2211;7,60856
35815;35824;45,2211;7,60856;35825;45,24597;7,57379
35815;35825;45,24597;7,57379;35826;45,24928;7,55633
35815;35826;45,24928;7,55633;35827;45,26011;7,5434
35815;35827;45,26011;7,5434;35828;45,26641;7,51973
35815;35828;45,26641;7,51973;35829;45,27185;7,48532
35815;35829;45,27185;7,48532;35830;45,27014;7,47752
35815;35830;45,27014;7,47752;35831;45,26379;7,47078
35815;35831;45,26379;7,47078;35832;45,26073;7,46079
35833;35834;45,2351;7,74128;35835;45,242;7,6786
35833;35835;45,242;7,6786;35836;45,24581;7,65607
35833;35836;45,24581;7,65607;35837;45,25;7,64058
35833;35837;45,25;7,64058;35838;45,24694;7,61727
35833;35838;45,24694;7,61727;35839;45,24224;7,60845
35833;35839;45,24224;7,60845;35840;45,23791;7,60356
35848;35849;45,23793;7,60356;35850;45,24905;7,59693
35848;35850;45,24905;7,59693;35851;45,26552;7,5803
35848;35851;45,26552;7,5803;35852;45,26854;7,5626
35848;35852;45,26854;7,5626;35853;45,30988;7,53614
35848;35853;45,30988;7,53614;35854;45,31256;7,47825
35848;35854;45,31256;7,47825;35855;45,31312;7,47029
35848;35855;45,31312;7,47029;35856;45,30084;7,46677
35848;35856;45,30084;7,46677;35857;45,27415;7,4812
35858;35861;45,43059;7,7932;35862;45,42732;7,78349
35858;35862;45,42732;7,78349;35863;45,42188;7,77076
35858;35863;45,42188;7,77076;35864;45,40541;7,74683
35858;35864;45,40541;7,74683;35865;45,39274;7,73175
35858;35865;45,39274;7,73175;35866;45,38284;7,71747
35858;35866;45,38284;7,71747;35867;45,36512;7,72457
35858;35867;45,36512;7,72457;35868;45,34822;7,7411
35858;35868;45,34822;7,7411;35869;45,33604;7,73344
35858;35869;45,33604;7,73344;35870;45,32042;7,73028
35871;35872;45,24598;7,5738;35873;45,26552;7,5803
35871;35873;45,26552;7,5803;35874;45,30705;7,5766
35871;35874;45,30705;7,5766;35875;45,31426;7,61004
35871;35875;45,31426;7,61004;35876;45,3336;7,62372
35871;35876;45,3336;7,62372;35877;45,33869;7,61932
35878;35879;45,12559;7,7037;35880;45,14689;7,70744
35878;35880;45,14689;7,70744;35881;45,16166;7,71085
35878;35881;45,16166;7,71085;35882;45,16916;7,71262
35878;35882;45,16916;7,71262;35883;45,17936;7,715
35878;35883;45,17936;7,715;35884;45,18495;7,72025
35878;35884;45,18495;7,72025;35885;45,20252;7,72622
35878;35885;45,20252;7,72622;35886;45,20788;7,72881
35878;35886;45,20788;7,72881;35887;45,21333;7,73018
35878;35887;45,21333;7,73018;35889;45,23691;7,74016
35878;35889;45,23691;7,74016;35890;45,2461;7,74133
35891;35892;45,2713;7,48182;35893;45,27928;7,46384
35891;35893;45,27928;7,46384;35894;45,28376;7,42287
35891;35894;45,28376;7,42287;35895;45,28787;7,40575
35896;35897;45,26135;7,45998;35898;45,26762;7,44693
35896;35898;45,26762;7,44693;35899;45,25519;7,43652
35896;35899;45,25519;7,43652;35900;45,23856;7,43718
35896;35900;45,23856;7,43718;35901;45,2367;7,4276
35896;35901;45,2367;7,4276;35902;45,23826;7,40979
35896;35902;45,23826;7,40979;35903;45,23807;7,38568
35896;35903;45,23807;7,38568;35904;45,23872;7,37628
35896;35904;45,23872;7,37628;35905;45,23302;7,36379
35896;35905;45,23302;7,36379;35906;45,22598;7,33228
35896;35906;45,22598;7,33228;35907;45,22742;7,2473
35913;35914;45,31328;7,38904;35915;45,30698;7,39664
35913;35915;45,30698;7,39664;35916;45,32467;7,3972
35913;35916;45,32467;7,3972;35917;45,33104;7,39393
35913;35917;45,33104;7,39393;35918;45,34;7,38583
35913;35918;45,34;7,38583;35919;45,34449;7,37804
35913;35919;45,34449;7,37804;35920;45,36343;7,34204
35913;35920;45,36343;7,34204;35921;45,36753;7,30954
35913;35921;45,36753;7,30954;35922;45,36874;7,2856
35925;35926;45,18338;7,82892;35927;45,20417;7,77958
35925;35927;45,20417;7,77958;35928;45,22221;7,7613
35925;35928;45,22221;7,7613;35929;45,23493;7,74146
35925;35929;45,23493;7,74146;35930;45,24949;7,71973
35925;35930;45,24949;7,71973;35931;45,28041;7,66367
35932;35933;45,08048;7,73139;35934;45,07785;7,76852
35932;35934;45,07785;7,76852;35935;45,06935;7,8163
35932;35935;45,06935;7,8163;35936;45,06607;7,83916
35932;35936;45,06607;7,83916;35937;45,06556;7,8508
35932;35937;45,06556;7,8508;35938;45,07595;7,85462
35932;35938;45,07595;7,85462;35939;45,09533;7,87581
35940;35941;45,18488;7,72029;35942;45,20417;7,77958
35940;35942;45,20417;7,77958;35943;45,22154;7,78348
35940;35943;45,22154;7,78348;35944;45,22503;7,78615
35940;35944;45,22503;7,78615;35945;45,27112;7,82162
35940;35945;45,27112;7,82162;35946;45,31315;7,81008
35940;35946;45,31315;7,81008;35947;45,33071;7,7996
35948;35949;45,30529;7,74704;35950;45,3173;7,75908
35948;35950;45,3173;7,75908;35951;45,3583;7,7684
35948;35951;45,3583;7,7684;35952;45,38925;7,75844
35948;35952;45,38925;7,75844;35953;45,39366;7,75539
35948;35953;45,39366;7,75539;35954;45,40541;7,74683
35955;35956;45,32398;7,65864;35957;45,33364;7,62374
35955;35957;45,33364;7,62374;35958;45,3428;7,59756
35955;35958;45,3428;7,59756;35959;45,35334;7,59611
35955;35959;45,35334;7,59611;35960;45,36767;7,61703
35955;35960;45,36767;7,61703;35961;45,38167;7,6304
35955;35961;45,38167;7,6304;35962;45,38996;7,64342
35955;35962;45,38996;7,64342;35963;45,38507;7,6601
35970;35971;45,4214;7,59376;35972;45,47756;7,56224
35982;35983;45,35481;7,73605;35984;45,34443;7,7652
35982;35984;45,34443;7,7652;35985;45,3375;7,78258
35982;35985;45,3375;7,78258;35986;45,33069;7,79977
35982;35986;45,33069;7,79977;35987;45,32189;7,8149
35982;35987;45,32189;7,8149;35988;45,31863;7,82025
35982;35988;45,31863;7,82025;35989;45,31574;7,82906
35982;35989;45,31574;7,82906;35990;45,31009;7,84817
35982;35990;45,31009;7,84817;35991;45,30821;7,87881
35992;35993;45,337;7,80076;35994;45,35662;7,81629
35992;35994;45,35662;7,81629;35995;45,38;7,81711
35992;35995;45,38;7,81711;35996;45,39399;7,81523
35992;35996;45,39399;7,81523;35997;45,38616;7,85023
35998;35999;45,38704;7,75581;36000;45,38927;7,75843
35998;36000;45,38927;7,75843;36001;45,39401;7,81522
35998;36001;45,39401;7,81522;36002;45,39278;7,83437
35998;36002;45,39278;7,83437;36003;45,38669;7,85996
35998;36003;45,38669;7,85996;36004;45,37918;7,88378
35998;36004;45,37918;7,88378;36005;45,37865;7,89378
35998;36005;45,37865;7,89378;36006;45,39813;7,9423
35998;36006;45,39813;7,9423;36007;45,39804;7,96024
35998;36007;45,39804;7,96024;36008;45,40631;7,99227
35998;36008;45,40631;7,99227;36009;45,4237;7,99418
35998;36009;45,4237;7,99418;36010;45,44388;8,00199
36013;36014;45,02842;7,6021;36015;45,0227;7,58772
36013;36015;45,0227;7,58772;36016;45,02011;7,58141
36013;36016;45,02011;7,58141;36017;45,01677;7,57259
36013;36017;45,01677;7,57259;36018;45,01083;7,55611
36013;36018;45,01083;7,55611;36019;45,00673;7,55437
36013;36019;45,00673;7,55437;36020;44,99915;7,55107
36013;36020;44,99915;7,55107;36021;44,99613;7,53214
36013;36021;44,99613;7,53214;36022;44,99576;7,52216
36013;36022;44,99576;7,52216;36023;44,97909;7,47422
36013;36023;44,97909;7,47422;36024;44,97539;7,44747
36025;36026;45,42409;7,76962;36027;45,44297;7,76853
36049;36051;45,43471;7,84898;36052;45,42068;7,85942
36049;36052;45,42068;7,85942;36053;45,41123;7,84466
36049;36053;45,41123;7,84466;36054;45,39275;7,83434
36055;36060;45,43042;7,92732;36061;45,39776;7,94233
36055;36061;45,39776;7,94233;36062;45,38377;7,95128
36055;36062;45,38377;7,95128;36063;45,36212;7,98748
36055;36063;45,36212;7,98748;36064;45,34845;8,01019
36065;36066;45,11351;7,62561;36067;45,12616;7,58727
36065;36067;45,12616;7,58727;36068;45,14224;7,55965
36065;36068;45,14224;7,55965;36069;45,1411;7,5369
36065;36069;45,1411;7,5369;36070;45,15887;7,49866
36071;36075;45,43096;7,94728;36076;45,39802;7,96031
36071;36076;45,39802;7,96031;36077;45,38831;7,99363
36071;36077;45,38831;7,99363;36078;45,38639;8,00377
36071;36078;45,38639;8,00377;36079;45,38332;8,0085
36080;36081;45,19205;7,89812;36082;45,22683;7,9146
36080;36082;45,22683;7,9146;36083;45,2874;7,93777
36080;36083;45,2874;7,93777;36084;45,3001;7,93173
36080;36084;45,3001;7,93173;36085;45,33414;7,94715
36080;36085;45,33414;7,94715;36086;45,34414;7,93756
36080;36086;45,34414;7,93756;36087;45,3631;7,90481
36080;36087;45,3631;7,90481;36088;45,37868;7,89382
36089;36090;45,19505;7,88221;36091;45,23945;7,8647
36089;36091;45,23945;7,8647;36092;45,27116;7,82162
36089;36092;45,27116;7,82162;36093;45,31578;7,82908
36089;36093;45,31578;7,82908;36094;45,33445;7,83547
36089;36094;45,33445;7,83547;36095;45,36295;7,84229
36089;36095;45,36295;7,84229;36096;45,36889;7,84824
36089;36096;45,36889;7,84824;36097;45,3859;7,86292
36089;36097;45,3859;7,86292;36098;45,38993;7,86541
36089;36098;45,38993;7,86541;36099;45,41105;7,88103
36100;36101;45,18541;7,85945;36102;45,19548;7,84239
36100;36102;45,19548;7,84239;36103;45,22159;7,78354
36100;36103;45,22159;7,78354;36104;45,26774;7,7629
36100;36104;45,26774;7,7629;36105;45,26559;7,74354
36106;36107;45,18955;7,96708;36108;45,21573;7,97162
36106;36108;45,21573;7,97162;36109;45,24632;7,96422
36106;36109;45,24632;7,96422;36110;45,29776;7,94109
36111;36112;45,18972;7,9634;36113;45,20646;7,949
36111;36113;45,20646;7,949;36114;45,22202;7,94411
36111;36114;45,22202;7,94411;36115;45,22684;7,91464
36111;36115;45,22684;7,91464;36116;45,22936;7,9102
36111;36116;45,22936;7,9102;36117;45,23684;7,90462
36111;36117;45,23684;7,90462;36118;45,23697;7,8912
36119;36120;45,13025;7,82541;36121;45,12506;7,85472
36119;36121;45,12506;7,85472;36122;45,11958;7,86269
36119;36122;45,11958;7,86269;36123;45,11186;7,88577
36119;36123;45,11186;7,88577;36124;45,09565;7,92595
36119;36124;45,09565;7,92595;36126;45,08371;7,92467
36127;36128;45,11959;7,86267;36129;45,09553;7,87613
36127;36129;45,09553;7,87613;36130;45,07427;7,87758
36127;36130;45,07427;7,87758;36131;45,05876;7,87377
36127;36131;45,05876;7,87377;36132;45,03712;7,87367
36133;36134;45,02673;7,8502;36135;45,03719;7,87372
36133;36135;45,03719;7,87372;36136;45,03783;7,90195
36133;36136;45,03783;7,90195;36137;45,04076;7,9224
36133;36137;45,04076;7,9224;36138;45,03919;7,93831
36133;36138;45,03919;7,93831;36139;45,04008;7,95858
38613;38616;45,27252;8,08136;38617;45,2991;8,03883
38635;38636;45,22647;7,99412;38637;45,23603;8,01181
38635;38637;45,23603;8,01181;38638;45,25234;8,04894
38635;38638;45,25234;8,04894;38639;45,27247;8,08138
38662;38663;45,23369;8,01431;38664;45,19912;8,08722
38666;38667;45,3249;8,09165;38668;45,34945;8,05359
38666;38668;45,34945;8,05359;38669;45,37505;8,01852
38666;38669;45,37505;8,01852;38670;45,38332;8,0085
39975;39976;45,02313;7,63504;39977;45,03042;7,64011
39975;39977;45,03042;7,64011;39978;45,0347;7,6431
39975;39978;45,0347;7,6431;39979;45,04372;7,6494
39980;39981;45,06422;7,54342;39982;45,05316;7,56891
39980;39982;45,05316;7,56891;39983;45,05113;7,61536
39980;39983;45,05113;7,61536;39984;45,05048;7,62978
39985;39986;45,0753;7,72725;39987;45,072;7,70743
39985;39987;45,072;7,70743;39988;45,07057;7,70213
39989;39990;45,0416;7,67673;39991;45,0426;7,67126
39989;39991;45,0426;7,67126;39992;45,04665;7,66213
39993;39994;45,0835;7,72973;39995;45,08004;7,73149
39993;39995;45,08004;7,73149;39996;45,07543;7,7307
39993;39996;45,07543;7,7307;39997;45,07044;7,72754
39993;39997;45,07044;7,72754;39998;45,0672;7,70892
39993;39998;45,0672;7,70892;39999;45,06277;7,69867
40000;40001;45,03997;7,63403;40002;45,0347;7,6431
40000;40002;45,0347;7,6431;40003;45,03273;7,64641
40004;40005;45,04541;7,68355;40006;45,04639;7,67869
40004;40006;45,04639;7,67869;40007;45,0474;7,67318
40004;40007;45,0474;7,67318;40008;45,04997;7,66592
40009;40010;45,05144;7,65493;40011;45,06016;7,66113
40009;40011;45,06016;7,66113;40012;45,06726;7,66622
40013;40014;45,0614;7,65806;40015;45,06016;7,66113
40013;40015;45,06016;7,66113;40016;45,05719;7,66894
40017;40018;45,0707;7,52872;40019;45,07149;7,54668
40017;40019;45,07149;7,54668;40020;45,0729;7,58041
40017;40020;45,0729;7,58041;40021;45,07396;7,60612
40017;40021;45,07396;7,60612;40022;45,0743;7,61453
40017;40022;45,0743;7,61453;40023;45,07452;7,61956
40017;40023;45,07452;7,61956;40024;45,07472;7,6241
40017;40024;45,07472;7,6241;40025;45,0751;7,63555
40017;40025;45,0751;7,63555;40026;45,07552;7,6433
40017;40026;45,07552;7,6433;40027;45,07604;7,65629
40017;40027;45,07604;7,65629;40028;45,07653;7,66832
40029;40030;45,03904;7,65353;40031;45,04837;7,65932
40029;40031;45,04837;7,65932;40032;45,0518;7,6615
40029;40032;45,0518;7,6615;40033;45,05834;7,66598
40029;40033;45,05834;7,66598;40034;45,06559;7,67093
40029;40034;45,06559;7,67093;40035;45,07126;7,67492
40036;40037;45,03106;7,65195;40038;45,03268;7,64651
40039;40040;45,11876;7,71112;40041;45,11209;7,7068
40039;40041;45,11209;7,7068;40042;45,10231;7,70032
40039;40042;45,10231;7,70032;40043;45,09186;7,69358
40039;40043;45,09186;7,69358;40044;45,08784;7,69092
40039;40044;45,08784;7,69092;40045;45,07761;7,68417
40046;40047;45,10669;7,63805;40048;45,1056;7,65831
40046;40048;45,1056;7,65831;40049;45,105;7,67004
40046;40049;45,105;7,67004;40050;45,10387;7,68826
40046;40050;45,10387;7,68826;40051;45,10345;7,69549
40052;40053;45,04364;7,64961;40054;45,0515;7,65478
40055;40056;45,07552;7,6433;40057;45,08731;7,6515
40058;40059;45,09718;7,62291;40060;45,08222;7,61434
40058;40060;45,08222;7,61434;40061;45,0743;7,61453
40062;40063;45,01735;7,66893;40064;45,01853;7,66205
40062;40064;45,01853;7,66205;40065;45,0219;7,65062
40066;40067;45,0416;7,67673;40068;45,04641;7,67858
40066;40068;45,04641;7,67858;40069;45,05948;7,68794
40070;40071;45,01933;7,67887;40072;45,0393;7,68231
40070;40072;45,0393;7,68231;40073;45,04468;7,68581
40070;40073;45,04468;7,68581;40074;45,05754;7,69324
40070;40074;45,05754;7,69324;40075;45,06277;7,69867
40076;40077;45,0594;7,62881;40078;45,0751;7,63555
40079;40080;45,0751;7,63555;40081;45,0835;7,63925
40082;40083;45,0393;7,68231;40084;45,04086;7,67978
40085;40086;45,0918;7,67847;40087;45,09176;7,66297
40088;40089;45,08899;7,68837;40091;45,07957;7,70077
40088;40091;45,07957;7,70077;40092;45,07559;7,70434
40093;40094;45,02829;7,60157;40095;45,02901;7,60633
40093;40095;45,02901;7,60633;40096;45,03143;7,61394
40093;40096;45,03143;7,61394;40097;45,03557;7,62498
40093;40097;45,03557;7,62498;40098;45,03744;7,62868
40093;40098;45,03744;7,62868;40099;45,03997;7,63403
40093;40099;45,03997;7,63403;40100;45,04541;7,64446
40093;40100;45,04541;7,64446;40101;45,05146;7,65378
40102;40103;45,07466;7,6238;40104;45,0707;7,63381
40102;40104;45,0707;7,63381;40105;45,06882;7,63866
40102;40105;45,06882;7,63866;40106;45,06487;7,64898
